row,column,flags,text_snippet
281,context,['medical/mental_health_ref'],"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship."
282,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
283,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
284,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
285,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
290,context,['medical/mental_health_ref'],"I was in a situation with a guy. He’s my brother’s friend and kind of like a brother to me. He invited me over to hang out, and then came on to me. I was instan"
295,context,['medical/mental_health_ref'],"My husband and I are in a terrible place. Part of me wants to fix it, but then I'm caught up with not knowing how and not being able to communicate my feelings "
298,context,['medical/mental_health_ref'],"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we atte"
300,context,['medical/mental_health_ref'],"I've been having this ongoing problem for most of my life now. I am a young adult, and right now, driving and even being a passenger gives me terrible panic att"
301,context,['medical/mental_health_ref'],"I am broke, but I am sure I have been depressed for the past couple of years. I have always had anxiety. I just need someone to talk to right now. I don't have "
305,context,['medical/mental_health_ref'],"I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back. This past time, it was extremely debilitating, "
309,context,['medical/mental_health_ref'],My fiancée suffers from severe anxiety and depression. She has had it most of her life. Her anxiety in public places is the worst. It gets to points where she c
312,context,['medical/mental_health_ref'],"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me fr"
314,context,['medical/mental_health_ref'],A friend of mine taking psychology advised I go to my doctor to check if I have major depressive disorder. I'm afraid of the consequences of doing so. If I do b
317,context,['medical/mental_health_ref'],"I'm going through a divorce with my wife of three years, who I've known since the 4th grade and been involved with for seven years! We just had a baby seven mon"
318,context,['medical/mental_health_ref'],"I have been diagnosed with ADHD and experienced manic depression episodes. I have problems with anger management. Apparently, I also have an ODD, bipolar and sp"
321,context,['medical/mental_health_ref'],I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that su
322,context,['medical/mental_health_ref'],I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that su
323,context,['medical/mental_health_ref'],"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit"
324,context,['medical/mental_health_ref'],I am always down and out. Could this be postpartum depression?
327,context,['medical/mental_health_ref'],"I've have lived for sometime with depression but things have gotten a lot better, but why is it so hard to get over anxiety and social isolation?"
328,context,['medical/mental_health_ref'],I'm in a state of depression right now. Who can I talk to? I've been sick in a lot of pain and crying. Don't know where to turn.
341,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
342,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
343,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
344,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
345,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
346,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
347,context,['medical/mental_health_ref'],Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven.  When 
394,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
395,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
396,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
397,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
398,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
403,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
404,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
405,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
406,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
409,context,['medical/mental_health_ref'],"I've been having horrible anxiety for the last week. I can't sleep. I get a sense of doom, and it's hard to breathe. I feel like nothing I do makes it better."
411,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
412,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
413,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
414,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
415,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
416,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
417,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
418,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
419,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
420,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
421,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrif"
422,context,['medical/mental_health_ref'],"I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very"
423,context,['medical/mental_health_ref'],"I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very"
424,context,['medical/mental_health_ref'],"I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very"
425,context,['medical/mental_health_ref'],"I recently broke up with my boyfriend After being together for over 4 years. I truly believe I did the right thing, but omehow being single now has made me very"
426,context,['medical/mental_health_ref'],"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and "
427,context,['medical/mental_health_ref'],"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and "
448,context,['medical/mental_health_ref'],"I'm a male in my early 20s. Lately, my paranoia about being around kids is causing me too breathe heavy and sweat a lot. I then start to act weird because I'm t"
449,context,['medical/mental_health_ref'],"I'm a male in my early 20s. Lately, my paranoia about being around kids is causing me too breathe heavy and sweat a lot. I then start to act weird because I'm t"
454,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
455,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
456,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
457,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
458,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
459,context,['medical/mental_health_ref'],My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mental
470,context,['medical/mental_health_ref'],"My partner lives in Canada while I live in the US. We visit each other, but we go months in between visits. I have anxiety, and I'm always anxious about him che"
472,context,['medical/mental_health_ref'],I have severe anxiety and have tried everything. Everything makes it worst.The only thing that helps is my emotional support animal.
479,context,['medical/mental_health_ref'],I shake and have panic attacks.
480,context,['medical/mental_health_ref'],I shake and have panic attacks.
493,context,['medical/mental_health_ref'],"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood"
494,context,['medical/mental_health_ref'],"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood"
495,context,['medical/mental_health_ref'],"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood"
496,context,['medical/mental_health_ref'],"I have several issues that I need to work through. However, I am afraid of and do not trust therapists after a horrible experience. I'm dealing with grief and g"
499,context,['medical/mental_health_ref'],"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medi"
504,context,['medical/mental_health_ref'],"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm"
505,context,['medical/mental_health_ref'],"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm"
